fold,model,bucket,turbine,n,mae,rmse,bias
2025-12,bias24_0.25,1-24,all,1474,0.211052220729372,0.2968517386471141,-0.10531287734998786
2025-12,bias24_0.25,1-24,turbine_1,740,0.20925473207602396,0.29458697106993686,-0.10686038420450218
2025-12,bias24_0.25,1-24,turbine_2,734,0.21286440275045856,0.29911766130979167,-0.10375272057568188
2025-12,bias24_0.25,25-48,all,1426,0.22373001581243165,0.31756452107378913,-0.1256448211616547
2025-12,bias24_0.25,25-48,turbine_1,716,0.223156402796232,0.3165755567493623,-0.12731356792622617
2025-12,bias24_0.25,25-48,turbine_2,710,0.22430847626257108,0.31855873359445214,-0.12396197231174887
2025-12,bias24_0.5,1-24,all,1474,0.2077333140959621,0.29267920900047784,-0.07733124786547482
2025-12,bias24_0.5,1-24,turbine_1,740,0.20589101959084438,0.29050654025510697,-0.0795187845430273
2025-12,bias24_0.5,1-24,turbine_2,734,0.20959066822918704,0.2948534319746677,-0.07512582941671621
2025-12,bias24_0.5,25-48,all,1426,0.21973669527437364,0.3123904034367836,-0.11023680286452321
2025-12,bias24_0.5,25-48,turbine_1,716,0.21932061322739776,0.3115570777596691,-0.11226731090035497
2025-12,bias24_0.5,25-48,turbine_2,710,0.22015629350766205,0.3132285261157181,-0.10818913560585347
2025-12,bias24_1.0,1-24,all,1474,0.21530709786491414,0.3025523342505186,-0.019547960466009123
2025-12,bias24_1.0,1-24,turbine_1,740,0.2133945447019314,0.3000154732733813,-0.023643093588988227
2025-12,bias24_1.0,1-24,turbine_2,734,0.2172352849774581,0.3050885794924009,-0.015419352140389867
2025-12,bias24_1.0,25-48,all,1426,0.2157402548043157,0.30617398734914464,-0.07799997976724697
2025-12,bias24_1.0,25-48,turbine_1,716,0.21544365855292513,0.30539483208965923,-0.08067816161660009
2025-12,bias24_1.0,25-48,turbine_2,710,0.21603935750290115,0.3069577241440931,-0.07529916539522324
2025-12,bias6_0.25,1-24,all,1474,0.20838312548442203,0.29139874002279514,-0.108501604646671
2025-12,bias6_0.25,1-24,turbine_1,740,0.20658023233352826,0.28904816945899936,-0.1097308864501752
2025-12,bias6_0.25,1-24,turbine_2,734,0.2102007561815084,0.2937494852553374,-0.10726227421807003
2025-12,bias6_0.25,25-48,all,1426,0.22335234653210256,0.31873178415169107,-0.12715113316666016
2025-12,bias6_0.25,25-48,turbine_1,716,0.22276157689317017,0.31786722738596984,-0.12870701426655848
2025-12,bias6_0.25,25-48,turbine_2,710,0.22394810859051884,0.31960127858886483,-0.12558210377577675
2025-12,bias6_0.5,1-24,all,1474,0.20318658864007538,0.28310816484688556,-0.08241599043517998
2025-12,bias6_0.5,1-24,turbine_1,740,0.20173203950387658,0.2809792798715572,-0.08395420455340989
2025-12,bias6_0.5,1-24,turbine_2,734,0.204653027823709,0.2852383682543126,-0.08086520235958039
2025-12,bias6_0.5,25-48,all,1426,0.21963028379675617,0.3157593676356705,-0.11296034221424833
